ds_id,att_name,distinct_count_with_nan,distinct_count_without_nan,type,n,count,distinct_count,n_unique,p_missing,n_missing,is_unique,mode,p_unique,memory_size,mean,std,variance,min,max,kurtosis,skewness,sum,mad,n_zeros,p_infinite,n_infinite,range,5%,25%,50%,75%,95%,iqr,cv,p_zeros
6,onpix,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,2.0,0.0008,160000,3.50585,2.190457870579605,4.798105682784139,0.0,15.0,1.190194329716216,0.943373103894761,70117.0,1.0,830,0.0,0,15.0,1.0,2.0,3.0,5.0,8.0,3.0,0.6248007959780382,0.0415
6,x-bar,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,7.0,0.0008,160000,6.8976,2.0260354096051847,4.104819480974049,0.0,15.0,1.4934368341462365,-0.31007906987273054,137952.0,1.0,148,0.0,0,15.0,3.0,6.0,7.0,8.0,10.0,2.0,0.2937304873586733,0.0074
6,y-bar,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,7.0,0.0008,160000,7.50045,2.325353771151403,5.407270161008051,0.0,15.0,0.9539067072809044,0.09347117311468753,150009.0,1.0,47,0.0,0,15.0,3.0,6.0,7.0,9.0,12.0,3.0,0.31002856777278737,0.00235
6,x2bar,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,3.0,0.0008,160000,4.6286,2.699967875980484,7.289826531326566,0.0,15.0,2.0752450461575718,1.1599750154233797,92572.0,2.0,422,0.0,0,15.0,1.0,3.0,4.0,6.0,9.0,3.0,0.5833227922007701,0.0211
6,y2bar,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,5.0,0.0008,160000,5.17865,2.380822881564202,5.668317593379669,0.0,15.0,0.3299411923203084,0.28693378812325043,103573.0,2.0,269,0.0,0,15.0,1.0,4.0,5.0,7.0,9.0,3.0,0.459738132826934,0.01345
6,xybar,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,7.0,0.0008,160000,8.28205,2.4884749190761686,6.192507422871143,0.0,15.0,0.32398503805163426,0.0900779625543653,165641.0,2.0,145,0.0,0,15.0,5.0,7.0,8.0,10.0,13.0,3.0,0.3004660584126114,0.00725
6,x2ybr,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,6.0,0.0008,160000,6.454,2.631070148533924,6.922530126506325,0.0,15.0,0.3294468818734342,0.28816807323308624,129080.0,1.0,188,0.0,0,15.0,2.0,5.0,6.0,8.0,11.0,3.0,0.4076650369590834,0.0094
6,xy2br,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,8.0,0.0008,160000,7.929,2.0806190061547643,4.328975448772439,0.0,15.0,1.0075169273715954,0.273727928768729,158580.0,1.0,1,0.0,0,15.0,4.0,7.0,8.0,9.0,12.0,2.0,0.2624062310700926,5e-05
6,x-ege,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,3.0,0.0008,160000,3.0461,2.3325408522341826,5.440746827341368,0.0,15.0,1.2413733232123114,1.0572883328024414,60922.0,1.0,2461,0.0,0,15.0,0.0,1.0,3.0,4.0,8.0,3.0,0.765746643982201,0.12305
6,xegvy,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,8.0,0.0008,160000,8.33885,1.5467224363197005,2.39235029501475,0.0,15.0,0.8876811129358382,0.04919833294959661,166777.0,1.0,1,0.0,0,15.0,6.0,8.0,8.0,9.0,11.0,1.0,0.18548390201522996,5e-05
6,y-ege,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,4.0,0.0008,160000,3.69175,2.5670725409640314,6.5898614305715295,0.0,15.0,-0.30619027535848264,0.46834309789707185,73835.0,2.0,2472,0.0,0,15.0,0.0,2.0,3.0,5.0,8.0,3.0,0.6953538405807629,0.1236
6,yegvx,16,16,Variable.TYPE_NUM,20000,20000,16,16,0.0,0,False,8.0,0.0008,160000,7.8012,1.6174700524178258,2.616209370468524,0.0,15.0,1.1207729402040734,-0.19950668181472134,156024.0,1.0,2,0.0,0,15.0,5.0,7.0,8.0,9.0,11.0,2.0,0.20733605758317,0.0001
8,mcv,26,26,Variable.TYPE_NUM,345,345,26,26,0.0,0,False,91.0,0.07536231884057971,2760,90.15942028985508,4.448095974964356,19.785557802494104,65.0,103.0,2.584957509016723,-0.388433123762539,31105.0,3.0,0,0.0,0,38.0,83.0,87.0,90.0,93.0,98.0,6.0,0.04933589813093402,0.0
8,alkphos,78,78,Variable.TYPE_NUM,345,345,78,78,0.0,0,False,63.0,0.22608695652173913,2760,69.8695652173913,18.34767034470198,336.6370070778565,23.0,138.0,0.7478828309967769,0.7536667717517448,24105.0,11.0,0,0.0,0,115.0,44.0,57.0,67.0,80.0,102.0,23.0,0.26259889105671785,0.0
8,sgpt,67,67,Variable.TYPE_NUM,345,345,67,67,0.0,0,False,17.0,0.19420289855072465,2760,30.405797101449274,19.512308906279166,380.7301988540613,4.0,155.0,13.813911752411279,3.0634986423558543,10490.0,7.0,0,0.0,0,151.0,12.0,19.0,26.0,34.0,66.40000000000003,15.0,0.641729892532537,0.0
8,sgot,47,47,Variable.TYPE_NUM,345,345,47,47,0.0,0,False,20.0,0.13623188405797101,2760,24.643478260869564,10.064493746739561,101.29403437815975,5.0,82.0,8.14016505369479,2.293072446543802,8502.0,4.0,0,0.0,0,77.0,14.0,19.0,23.0,27.0,43.0,8.0,0.4084039452628968,0.0
8,gammagt,94,94,Variable.TYPE_NUM,345,345,94,94,0.0,0,False,14.0,0.27246376811594203,2760,38.28405797101449,39.254616167550864,1540.924890461746,5.0,297.0,10.4767491544949,2.8660935595711625,13208.0,11.0,0,0.0,0,292.0,9.0,15.0,25.0,46.0,114.80000000000001,31.0,1.0253514974110425,0.0
8,drinks,16,16,Variable.TYPE_NUM,345,345,16,16,0.0,0,False,0.5,0.0463768115942029,2760,3.455072463768116,3.337835264577128,11.141144253454666,0.0,20.0,3.663388082712297,1.5438194261570308,1192.0,2.5,9,0.0,0,20.0,0.5,0.5,3.0,6.0,10.0,5.5,0.9660680925160312,0.02608695652173913
10,no_of_nodes_in,8,8,Variable.TYPE_NUM,148,148,8,8,0.0,0,False,1.0,0.05405405405405406,1184,2.6013513513513513,1.9050233089611361,3.6291138076852367,1.0,8.0,0.405021132656195,1.2033115898658395,385.0,1.0,0,0.0,0,7.0,1.0,1.0,2.0,3.0,7.0,2.0,0.7323206486396056,0.0
12,att1,390,390,Variable.TYPE_NUM,2000,2000,390,390,0.0,0,False,257.0,0.195,16000,272.0515,91.27545372100863,8331.208451975988,67.0,515.0,-0.6347610898616671,-0.07914896532200769,544103.0,64.5,0,0.0,0,448.0,114.0,208.0,274.5,338.0,421.0,130.0,0.33550799654112784,0.0
12,att2,446,446,Variable.TYPE_NUM,2000,2000,446,446,0.0,0,False,363.0,0.223,16000,322.7255,109.4265883543366,11974.178238869434,81.0,565.0,-0.811002604882546,-0.11227574061163216,645451.0,80.0,0,0.0,0,484.0,138.0,247.0,324.0,406.0,494.0,159.0,0.33907016444110116,0.0
12,att3,541,541,Variable.TYPE_NUM,2000,2000,541,541,0.0,0,False,855.0,0.2705,16000,774.8245,140.14156959844127,19639.659529514756,500.0,1264.0,-0.5472612772100791,0.35605068343082746,1549649.0,111.0,0,0.0,0,764.0,574.0,656.75,766.0,879.0,1011.05,222.25,0.1808687897690913,0.0
12,att4,440,440,Variable.TYPE_NUM,2000,2000,440,440,0.0,0,False,653.0,0.22,16000,754.339,109.17376761277126,11918.911534767383,543.0,1134.0,-0.44237642475874717,0.5000272279617163,1508678.0,80.0,0,0.0,0,591.0,605.0,667.0,736.0,830.0,952.0,163.0,0.1447277253499703,0.0
12,att5,252,252,Variable.TYPE_NUM,2000,2000,252,252,0.0,0,False,652.0,0.126,16000,640.4605,48.94011654311447,2395.1350072536266,437.0,823.0,0.8963568177167591,0.5778602885192259,1280921.0,29.5,0,0.0,0,386.0,570.0,607.0,636.5,667.0,730.0,60.0,0.07641394987374626,0.0
12,att6,419,419,Variable.TYPE_NUM,2000,2000,419,419,0.0,0,False,682.0,0.2095,16000,684.472,85.07886001946139,7238.412422211106,439.0,1047.0,1.5435155860201188,0.6762096153263347,1368944.0,37.0,0,0.0,0,608.0,545.0,642.0,676.0,716.0,860.05,74.0,0.12429852502288098,0.0
12,att7,43,43,Variable.TYPE_NUM,2000,2000,43,43,0.0,0,False,2.0,0.0215,16000,19.45,11.351560640038983,128.85792896448226,0.0,42.0,-1.1316257536935708,-0.11124910614885389,38900.0,9.0,40,0.0,0,42.0,1.0,10.0,20.0,29.0,37.0,19.0,0.5836277964030325,0.02
12,att8,39,39,Variable.TYPE_NUM,2000,2000,39,39,0.0,0,False,15.0,0.0195,16000,18.373,7.351795389408213,54.04889544772386,1.0,39.0,-0.6180818613193804,0.12669512348272838,36746.0,5.0,0,0.0,0,38.0,6.0,13.0,18.0,24.0,31.0,11.0,0.4001412610574328,0.0
12,att9,40,40,Variable.TYPE_NUM,2000,2000,40,40,0.0,0,False,20.0,0.02,16000,15.359,8.887216116712397,78.98261030515258,0.0,39.0,-0.7398919701712745,0.23812533408568545,30718.0,7.0,23,0.0,0,39.0,2.0,8.0,15.0,22.0,31.0,14.0,0.578632470649938,0.0115
12,att10,18,18,Variable.TYPE_NUM,2000,2000,18,18,0.0,0,False,11.0,0.009,16000,9.054,4.084412468471604,16.682425212606304,0.0,17.0,-0.9843901955606129,-0.17657425864069887,18108.0,3.0,6,0.0,0,17.0,2.0,5.0,10.0,12.0,15.0,7.0,0.4511169061709304,0.003
12,att11,19,19,Variable.TYPE_NUM,2000,2000,19,19,0.0,0,False,10.0,0.0095,16000,9.4295,3.9751642375325424,15.801930715357681,0.0,18.0,-0.6212411804989908,-0.280660628989651,18859.0,3.0,4,0.0,0,18.0,2.0,7.0,10.0,12.0,16.0,5.0,0.42156681027971177,0.002
12,att12,18,18,Variable.TYPE_NUM,2000,2000,18,18,0.0,0,False,11.0,0.009,16000,9.4465,3.8290297053225015,14.661468484242123,1.0,18.0,-0.5552679813781025,-0.25137326431324064,18893.0,2.0,0,0.0,0,17.0,3.0,7.0,10.0,12.0,15.0,5.0,0.4053384539588738,0.0
12,att13,336,336,Variable.TYPE_NUM,2000,2000,336,336,0.0,0,False,342.0,0.168,16000,291.4065,79.09785390891777,6256.470492996498,94.0,494.0,-0.9163806612222247,0.024635150202969143,582813.0,65.5,0,0.0,0,400.0,168.0,225.0,291.5,356.0,415.0,131.0,0.27143476178094095,0.0
12,att14,420,420,Variable.TYPE_NUM,2000,2000,420,420,0.0,0,False,250.0,0.21,16000,313.0605,95.38429074648826,9098.162921210605,96.0,648.0,-0.08477603921558341,0.4147542887734936,626121.0,66.0,0,0.0,0,552.0,171.0,243.0,307.0,374.0,481.04999999999995,131.0,0.30468325051064654,0.0
12,att15,421,421,Variable.TYPE_NUM,2000,2000,421,421,0.0,0,False,679.0,0.2105,16000,654.2195,96.33885460811543,9281.174907203602,422.0,1060.0,0.34741135681422497,0.5652017993397486,1308439.0,64.0,0,0.0,0,638.0,512.0,584.0,649.0,712.0,825.05,128.0,0.14725769349295675,0.0
12,att16,351,351,Variable.TYPE_NUM,2000,2000,351,351,0.0,0,False,637.0,0.1755,16000,671.949,81.93596982141169,6713.503150575288,527.0,987.0,0.15417918909335038,0.8356626584980328,1343898.0,51.0,0,0.0,0,460.0,568.95,610.0,652.0,723.0,831.0,113.0,0.12193778072653087,0.0
12,att17,257,257,Variable.TYPE_NUM,2000,2000,257,257,0.0,0,False,669.0,0.1285,16000,658.4005,48.658009625346885,2367.60190070035,429.0,842.0,0.7666328887570173,-0.04438129089053799,1316801.0,32.0,0,0.0,0,413.0,581.0,625.75,660.0,690.0,735.0,64.25,0.07390336068296863,0.0
12,att18,405,405,Variable.TYPE_NUM,2000,2000,405,405,0.0,0,False,1003.0,0.2025,16000,941.475,99.90084316076675,9980.178464232116,587.0,1146.0,-0.082117382401659,-0.8118595220272382,1882950.0,62.0,0,0.0,0,559.0,745.9499999999999,877.0,968.0,1019.0,1065.0,142.0,0.10611098877906132,0.0
12,att19,42,42,Variable.TYPE_NUM,2000,2000,42,42,0.0,0,False,19.0,0.021,16000,17.862,10.15522132994304,103.12852026013007,0.0,41.0,-1.0256145967095034,0.008719796666100541,35724.0,8.0,20,0.0,0,41.0,2.0,9.0,18.0,26.0,33.0,17.0,0.5685377522082096,0.01
12,att20,41,41,Variable.TYPE_NUM,2000,2000,41,41,0.0,0,False,24.0,0.0205,16000,23.901,7.377697080194033,54.43041420710356,1.0,43.0,-0.401669724576851,-0.09776387771015799,47802.0,5.0,0,0.0,0,42.0,11.0,19.0,24.0,29.0,36.0,10.0,0.30867733903159,0.0
12,att21,41,41,Variable.TYPE_NUM,2000,2000,41,41,0.0,0,False,21.0,0.0205,16000,21.969,7.94056454432815,63.05256528264132,0.0,40.0,-0.4674649845861856,0.257472032805415,43938.0,5.0,1,0.0,0,40.0,10.0,16.0,21.0,27.0,37.0,11.0,0.36144405955337744,0.0005
12,att22,25,25,Variable.TYPE_NUM,2000,2000,25,25,0.0,0,False,12.0,0.0125,16000,10.378,5.030583404009156,25.30676938469235,0.0,24.0,-0.4459079812351918,-0.044302032119964495,20756.0,3.0,11,0.0,0,24.0,2.0,7.0,11.0,13.0,19.0,6.0,0.4847353443832295,0.0055
12,att23,18,18,Variable.TYPE_NUM,2000,2000,18,18,0.0,0,False,9.0,0.009,16000,9.5885,3.6181090512245864,13.090713106553277,1.0,18.0,-0.6989473143423925,-0.2639400911787485,19177.0,3.0,0,0.0,0,17.0,3.0,7.0,10.0,12.0,15.0,5.0,0.37733837943626075,0.0
12,att24,21,21,Variable.TYPE_NUM,2000,2000,21,21,0.0,0,False,11.0,0.0105,16000,11.6345,4.132486959959718,17.077448474237116,0.0,20.0,-0.3050318253351243,0.16008153079745618,23269.0,2.0,5,0.0,0,20.0,5.0,9.0,11.0,14.0,19.0,5.0,0.3551924844178708,0.0025
12,att25,302,302,Variable.TYPE_NUM,2000,2000,302,302,0.0,0,False,261.0,0.151,16000,281.4805,60.66673591164343,3680.4528461730865,58.0,470.0,0.0022719985451407076,-0.25044360828274526,562961.0,41.0,0,0.0,0,412.0,176.0,243.0,285.0,325.0,375.0,82.0,0.21552731330107566,0.0
12,att26,439,439,Variable.TYPE_NUM,2000,2000,439,439,0.0,0,False,246.0,0.2195,16000,291.3315,108.16933905088517,11700.605910705352,84.0,603.0,-0.7707074515871355,0.3266190930831126,582663.0,82.0,0,0.0,0,519.0,135.0,205.0,277.0,374.0,481.04999999999995,169.0,0.37129297398628425,0.0
12,att27,323,323,Variable.TYPE_NUM,2000,2000,323,323,0.0,0,False,663.0,0.1615,16000,730.8535,71.4772238864749,5108.993534517259,574.0,1024.0,0.2164737445059135,0.7504286339090154,1461707.0,46.0,0,0.0,0,450.0,637.95,678.75,715.0,778.25,862.0,99.5,0.09779966010489777,0.0
12,att28,323,323,Variable.TYPE_NUM,2000,2000,323,323,0.0,0,False,586.0,0.1615,16000,648.523,72.182620043319,5210.330636318159,436.0,992.0,0.23990079195144398,0.5912374313524497,1297046.0,50.0,0,0.0,0,556.0,548.0,594.0,639.0,695.0,779.05,101.0,0.11130309957136293,0.0
12,att29,422,422,Variable.TYPE_NUM,2000,2000,422,422,0.0,0,False,1022.0,0.211,16000,963.2675,112.42617473761645,12639.644766133066,634.0,1137.0,-0.3673581991059085,-0.8325020193669086,1926535.0,64.0,0,0.0,0,503.0,739.0,903.0,996.0,1047.0,1098.0,144.0,0.11671334778513387,0.0
12,att30,377,377,Variable.TYPE_NUM,2000,2000,377,377,0.0,0,False,740.0,0.1885,16000,730.114,77.22689298748364,5963.99300050025,474.0,1003.0,0.610275296702222,-0.2940923562854675,1460228.0,42.0,0,0.0,0,529.0,590.0,686.0,738.0,776.0,857.0,90.0,0.10577374627453197,0.0
12,att31,41,41,Variable.TYPE_NUM,2000,2000,41,41,0.0,0,False,16.0,0.0205,16000,21.905,9.159307913850826,83.89292146073038,0.0,40.0,-0.5328570546962514,-0.161570277465146,43810.0,6.0,9,0.0,0,40.0,5.0,16.0,22.0,29.0,37.0,13.0,0.41813777283044173,0.0045
12,att32,42,42,Variable.TYPE_NUM,2000,2000,42,42,0.0,0,False,20.0,0.021,16000,21.523,7.309321725854324,53.42618409204603,0.0,41.0,-0.21648942755929834,-0.1142398811199928,43046.0,5.0,2,0.0,0,41.0,9.0,17.0,21.0,27.0,33.0,10.0,0.33960515382866346,0.001
12,att33,44,44,Variable.TYPE_NUM,2000,2000,44,44,0.0,0,False,24.0,0.022,16000,19.814,11.183556677997613,125.071939969985,0.0,43.0,-1.0558242615854097,0.026452323189424247,39628.0,9.0,25,0.0,0,43.0,2.0,10.0,20.0,29.0,38.0,19.0,0.5644270050468161,0.0125
12,att34,20,20,Variable.TYPE_NUM,2000,2000,20,20,0.0,0,False,12.0,0.01,16000,8.522,4.74760843930357,22.539785892946476,0.0,20.0,-1.1508753577772255,-0.0796062074283258,17044.0,4.0,35,0.0,0,20.0,1.0,4.0,9.0,12.0,16.0,8.0,0.557100262767375,0.0175
12,att35,22,22,Variable.TYPE_NUM,2000,2000,22,22,0.0,0,False,11.0,0.011,16000,9.1565,5.06051500897666,25.608812156078045,0.0,21.0,-0.7808869852885976,-0.01031425288839898,18313.0,4.0,49,0.0,0,21.0,1.0,5.0,10.0,13.0,17.0,8.0,0.5526691431198231,0.0245
12,att36,23,23,Variable.TYPE_NUM,2000,2000,23,23,0.0,0,False,11.0,0.0115,16000,8.1255,5.505534052442261,30.310905202601305,0.0,22.0,-0.929769633574169,0.2767801052754098,16251.0,5.0,77,0.0,0,22.0,1.0,3.0,9.0,12.0,18.0,9.0,0.6775624949162834,0.0385
12,att37,402,402,Variable.TYPE_NUM,2000,2000,402,402,0.0,0,False,294.0,0.201,16000,326.4115,87.79722856914226,7708.35334442221,76.0,581.0,-0.05676206533408523,-0.04084404833231162,652823.0,56.0,0,0.0,0,505.0,167.0,271.0,328.0,381.25,476.0,110.25,0.2689771303068129,0.0
12,att38,483,483,Variable.TYPE_NUM,2000,2000,483,483,0.0,0,False,216.0,0.2415,16000,290.9235,120.49789009982396,14519.741518509252,66.0,655.0,-0.3876483292041222,0.5423321986650534,581847.0,85.0,0,0.0,0,589.0,125.0,197.75,273.0,369.25,515.0,171.5,0.41419098182107655,0.0
12,att39,468,468,Variable.TYPE_NUM,2000,2000,468,468,0.0,0,False,736.0,0.234,16000,820.9785,113.6771801567676,12922.5012883942,581.0,1226.0,-0.1315723581836319,0.5506863493591853,1641957.0,82.0,0,0.0,0,645.0,664.95,729.0,808.0,896.0,1030.0,167.0,0.13846547766691528,0.0
12,att40,411,411,Variable.TYPE_NUM,2000,2000,411,411,0.0,0,False,713.0,0.2055,16000,805.314,101.59820619356859,10322.195501750877,607.0,1193.0,-0.23611695968132995,0.6554900652916406,1610628.0,70.5,0,0.0,0,586.0,673.0,724.0,782.5,878.0,989.0,154.0,0.12615974165799748,0.0
12,att41,326,326,Variable.TYPE_NUM,2000,2000,326,326,0.0,0,False,835.0,0.163,16000,798.8795,76.60661372481616,5868.573266383191,559.0,932.0,-0.04983835495243083,-0.7757820446730834,1597759.0,48.0,0,0.0,0,373.0,647.0,755.0,815.0,857.0,898.0,102.0,0.0958925766962554,0.0
12,att42,364,364,Variable.TYPE_NUM,2000,2000,364,364,0.0,0,False,932.0,0.182,16000,888.374,80.87352092739376,6540.526387193597,602.0,1083.0,-0.12302061192713731,-0.6718195909900829,1776748.0,51.0,0,0.0,0,481.0,735.95,833.0,907.0,948.25,992.0,115.25,0.09103544332386332,0.0
12,att43,34,34,Variable.TYPE_NUM,2000,2000,34,34,0.0,0,False,26.0,0.017,16000,20.533,7.129328486072946,50.82732466233116,2.0,35.0,-0.9675453420033091,-0.09587515292099634,41066.0,6.0,0,0.0,0,33.0,9.0,15.0,20.0,26.0,32.0,11.0,0.34721319271772,0.0
12,att44,39,39,Variable.TYPE_NUM,2000,2000,39,39,0.0,0,False,20.0,0.0195,16000,20.904,7.631835064597938,58.24490645322661,3.0,41.0,-0.5954344725679137,-0.04640760920783256,41808.0,5.0,0,0.0,0,38.0,8.0,16.0,21.0,26.0,33.0,10.0,0.3650896988422282,0.0
12,att45,44,44,Variable.TYPE_NUM,2000,2000,44,44,0.0,0,False,32.0,0.022,16000,24.22,9.950130780611662,99.00510255127564,0.0,43.0,-0.5073220547927613,-0.4351590515985169,48440.0,7.0,26,0.0,0,43.0,6.0,17.0,25.0,32.0,39.0,15.0,0.41082290588817766,0.013
12,att46,23,23,Variable.TYPE_NUM,2000,2000,23,23,0.0,0,False,9.0,0.0115,16000,8.996,4.615802944061759,21.305636818409205,0.0,23.0,-0.34809892924773367,-0.0750694881389039,17992.0,3.0,63,0.0,0,23.0,1.0,6.0,9.0,12.0,17.0,6.0,0.5130950360228722,0.0315
12,att47,22,22,Variable.TYPE_NUM,2000,2000,22,22,0.0,0,False,1.0,0.011,16000,9.4495,5.5046889603569005,30.301600550275136,0.0,21.0,-1.1423712788495335,-0.22018871178588428,18899.0,4.0,82,0.0,0,21.0,1.0,5.0,10.0,14.0,17.0,9.0,0.5825375903864649,0.041
12,att48,23,23,Variable.TYPE_NUM,2000,2000,23,23,0.0,0,False,11.0,0.0115,16000,9.0735,5.423726224015787,29.416806153076543,0.0,22.0,-0.9518147358455833,-0.11834865084109221,18147.0,4.0,91,0.0,0,22.0,1.0,4.0,10.0,13.0,18.0,9.0,0.5977545846713823,0.0455
12,att49,300,300,Variable.TYPE_NUM,2000,2000,300,300,0.0,0,False,303.0,0.15,16000,307.2515,64.30300682000062,4134.876686093046,123.0,514.0,-0.35060825377483296,0.24766092917210303,614503.0,46.0,0,0.0,0,391.0,211.0,259.0,303.0,352.0,417.0,93.0,0.20928459851294662,0.0
12,att50,484,484,Variable.TYPE_NUM,2000,2000,484,484,0.0,0,False,210.0,0.242,16000,312.1625,117.50464145782526,13807.340764132066,71.0,650.0,-0.32334540227786457,0.5953457252510213,624325.0,80.0,0,0.0,0,579.0,151.0,221.0,293.0,388.0,544.0,167.0,0.3764213877638257,0.0
12,att51,471,471,Variable.TYPE_NUM,2000,2000,471,471,0.0,0,False,692.0,0.2355,16000,794.6805,112.43967164497509,12642.679759629817,553.0,1196.0,-0.08171956798208457,0.5764161057457166,1589361.0,80.5,0,0.0,0,643.0,638.9499999999999,704.75,781.0,868.25,1000.05,163.5,0.14149041236695134,0.0
12,att52,413,413,Variable.TYPE_NUM,2000,2000,413,413,0.0,0,False,765.0,0.2065,16000,817.129,95.68912458206336,9156.408563281642,573.0,1177.0,0.042375870263879456,0.7030513313365364,1634258.0,60.0,0,0.0,0,604.0,694.0,747.0,796.0,885.0,996.0,138.0,0.11710406139307668,0.0
12,att53,375,375,Variable.TYPE_NUM,2000,2000,375,375,0.0,0,False,965.0,0.1875,16000,891.3755,94.52867467026849,8935.670334917459,604.0,1048.0,-0.36164936818718596,-0.7616728884721142,1782751.0,56.0,0,0.0,0,444.0,704.95,830.0,917.0,963.0,1011.0,133.0,0.10604809608326513,0.0
12,att54,367,367,Variable.TYPE_NUM,2000,2000,367,367,0.0,0,False,745.0,0.1835,16000,738.781,77.71531299516826,6039.6698739369685,475.0,1011.0,0.47624689356637706,-0.5617448731541632,1477562.0,43.0,0,0.0,0,536.0,585.9499999999999,695.0,753.0,787.0,845.05,92.0,0.10519397899400264,0.0
12,att55,42,42,Variable.TYPE_NUM,2000,2000,42,42,0.0,0,False,14.0,0.021,16000,22.112,10.870259300892243,118.16253726863432,0.0,41.0,-0.943303327117365,-0.19694190013444124,44224.0,9.0,25,0.0,0,41.0,2.0,14.0,23.0,32.0,38.0,18.0,0.4916000045627824,0.0125
12,att56,40,40,Variable.TYPE_NUM,2000,2000,40,40,0.0,0,False,22.0,0.02,16000,20.242,8.53632651877947,72.86887043521762,1.0,40.0,-0.585946869292167,-0.25926515882190443,40484.0,6.0,0,0.0,0,39.0,4.0,15.0,21.0,26.0,33.0,11.0,0.4217135914820408,0.0
